id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Norm. citations>	weight<Citations>	score<Pub. year>	score<Norm. citations>	score<Citations>
4220	c. lucas (2014)	"<table><tr><td>Authors:</td><td>c. lucas; luísa soares</td></tr><tr><td>Title:</td><td>being a teen and learning how to surf anxiety: integrating narrative methods with cognitive–behavioral therapy</td></tr><tr><td>Source:</td><td>journal of poetry therapy, 27(2), 69-82</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1080/08893675.2014.895489	-0.7404	0.1582	1	129	129	0.1068	6	2014	0.1068	6
4221	gitta strehlow (2019)	"<table><tr><td>Authors:</td><td>gitta strehlow; niels hannibal</td></tr><tr><td>Title:</td><td>mentalizing in improvisational music therapy</td></tr><tr><td>Source:</td><td>nordic journal of music therapy, 28(4), 333-346</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1080/08098131.2019.1574877	-1.3339	-0.1733	1	167	233	0.2564	6	2019	0.2564	6
4222	alexandra nicole novak (2022)	"<table><tr><td>Authors:</td><td>alexandra nicole novak; jonas luedemann; sylke andreas</td></tr><tr><td>Title:</td><td>when patients probe the analyst: manifestations of patient testing and its complexity – an in-depth exploration of case examples of extant research</td></tr><tr><td>Source:</td><td>international forum of psychoanalysis, 32(1), 23-39</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1080/0803706x.2022.2075564	-1.0441	0.0075	1	362	404	0.5463	3	2022	0.5463	3
4223	lisa kan (2014)	"<table><tr><td>Authors:</td><td>lisa kan; craig e. henderson; kirk von sternberg; wang wei</td></tr><tr><td>Title:</td><td>does change in alliance impact alcohol treatment outcomes?</td></tr><tr><td>Source:</td><td>substance abuse, 35(1), 37-44</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1080/08897077.2013.792761	-0.6094	-0.1288	1	411	580	0.089	5	2014	0.089	5
4224	jan ilhan kizilhan (2020)	"<table><tr><td>Authors:</td><td>jan ilhan kizilhan; thomas wenzel</td></tr><tr><td>Title:</td><td>positive psychotherapy in the treatment of traumatised yezidi survivors of sexualised violence and genocide</td></tr><tr><td>Source:</td><td>international review of psychiatry, 32(7-8), 594-605</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09540261.2020.1809356	-0.5978	-0.1277	1	112	126	0.3175	5	2020	0.3175	5
4225	eha rüütel (2004)	"<table><tr><td>Authors:</td><td>eha rüütel; marika ratnik; eda tamm; heli zilensk</td></tr><tr><td>Title:</td><td>the experience of vibroacoustic therapy in the therapeutic intervention of adolescent girls</td></tr><tr><td>Source:</td><td>nordic journal of music therapy, 13(1), 33-46</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/https://doi.org/10.1080/08098130409478096	-0.2537	-0.0166	1	174	180	0.0712	9	2004	0.0712	9
4226	maliha ibrahim (2018)	"<table><tr><td>Authors:</td><td>maliha ibrahim; jody russon; suzanne levy; guy diamond</td></tr><tr><td>Title:</td><td>promoting parental acceptance of bisexuality: a case study of attachment-based family therapy</td></tr><tr><td>Source:</td><td>journal of family psychotherapy, 29(3), 223-251</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1080/08975353.2018.1427401	-0.9359	-0.0002	1	123	181	0.1369	5	2018	0.1369	5
4227	james l. fosshage (1995)	"<table><tr><td>Authors:</td><td>james l. fosshage</td></tr><tr><td>Title:</td><td>self psychology and its contributions to psychoanalysis</td></tr><tr><td>Source:</td><td>international forum of psychoanalysis, 4(4), 238-246</td></tr><tr><td>Year:</td><td>1995</td></tr></table>"	https://doi.org/https://doi.org/10.1080/08037069508409554	-1.2983	0.0935	1	66	91	0.0995	11	1995	0.0995	11
4228	keith r. aronson (2018)	"<table><tr><td>Authors:</td><td>keith r. aronson; janet a. welsh; а. в. федотова; nicole r. morgan; daniel f. perkins; wendy j. travis</td></tr><tr><td>Title:</td><td>treating ptsd in active duty service members using cognitive processing therapy or prolonged exposure therapy: examining everyday practice at a military outpatient clinic</td></tr><tr><td>Source:</td><td>military psychology, 30(6), 465-475</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1080/08995605.2018.1478550	0.4623	-0.1551	4	379	740	0.0822	3	2018	0.0822	3
4229	christina voskanova (2015)	"<table><tr><td>Authors:</td><td>christina voskanova</td></tr><tr><td>Title:</td><td>a letter does not blush: in-session writing to deal with shame in brief therapy</td></tr><tr><td>Source:</td><td>journal of family psychotherapy, 26(1), 56-61</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1080/08975353.2015.1002744	-0.4045	-1.2051	2	4	4	0.0383	2	2015	0.0383	2
4230	lara honos‐webb (2001)	"<table><tr><td>Authors:</td><td>lara honos‐webb; sunwolf; jerrold lee shapiro</td></tr><tr><td>Title:</td><td>toward the re-enchantment of psychotherapy: stories as container.</td></tr><tr><td>Source:</td><td>the humanistic psychologist/the humanistic psychologist, 29(1-3), 70-97</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"	https://doi.org/https://doi.org/10.1080/08873267.2001.9977008	-0.8015	-0.035	1	68	73	0.1099	5	2001	0.1099	5
4231	hamilton fairfax (2012)	"<table><tr><td>Authors:</td><td>hamilton fairfax; frances gillies</td></tr><tr><td>Title:</td><td>‘being with complexity’; adaptation-based process therapy (apt)</td></tr><tr><td>Source:</td><td>counselling psychology quarterly, 25(4), 417-429</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09515070.2012.713211	-0.9118	0.0193	1	75	80	0.0152	1	2012	0.0152	1
4232	dorienne sorter (1995)	"<table><tr><td>Authors:</td><td>dorienne sorter</td></tr><tr><td>Title:</td><td>principles of self psychological treatment</td></tr><tr><td>Source:</td><td>international forum of psychoanalysis, 4(4), 247-254</td></tr><tr><td>Year:</td><td>1995</td></tr></table>"	https://doi.org/https://doi.org/10.1080/08037069508409555	-1.4583	0.0464	1	52	69	0.0362	4	1995	0.0362	4
4233	danny lam (2001)	"<table><tr><td>Authors:</td><td>danny lam</td></tr><tr><td>Title:</td><td>cognitive behaviour therapy to treating bulimia nervosa: a case study</td></tr><tr><td>Source:</td><td>counselling psychology quarterly, 14(1), 1-13</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09515070110058594	-0.2213	0.2178	1	196	240	0.044	2	2001	0.044	2
4234	caitlin edwards (2020)	"<table><tr><td>Authors:</td><td>caitlin edwards; robert allan</td></tr><tr><td>Title:</td><td>“i think it just helped me see:” incorporating attachment into reflecting teams</td></tr><tr><td>Source:</td><td>international journal of systemic therapy, 32(1), 74-92</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1080/08975353.2020.1818499	-0.8686	-0.1309	1	178	250	0	0	2020	0	0
4235	jack martin (1990)	"<table><tr><td>Authors:</td><td>jack martin</td></tr><tr><td>Title:</td><td>individual differences in client reactions to counseling and psychotherapy: a challenge for research</td></tr><tr><td>Source:</td><td>counselling psychology quarterly, 3(1), 67-83</td></tr><tr><td>Year:</td><td>1990</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09515079008254234	-0.763	0.2726	1	261	329	0.015	1	1990	0.015	1
4236	adelya urmanche (2021)	"<table><tr><td>Authors:</td><td>adelya urmanche; lauren m. lipner; sarah bloch‐elkouby; elaine hunter; jerzy kaufmann; jonathan t. warren; gregory t. weil; catherine f. eubanks; j. christopher muran</td></tr><tr><td>Title:</td><td>the beginning of the end: a comparison of treatment completers and early dropouts in trainee-provided time-limited cognitive behavioral therapy</td></tr><tr><td>Source:</td><td>counselling psychology quarterly, 35(4), 763-788</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09515070.2021.1997916	-0.6948	-0.0772	1	394	530	0	0	2021	0	0
4237	mario mikulincer (2007)	"<table><tr><td>Authors:</td><td>mario mikulincer; phillip r. shaver</td></tr><tr><td>Title:</td><td>boosting attachment security to promote mental health, prosocial values, and inter-group tolerance</td></tr><tr><td>Source:</td><td>psychological inquiry, 18(3), 139-156</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10478400701512646	-0.736	-0.1082	1	545	735	7.0308	648	2007	7.0308	648
4238	michael j. lambert (2007)	"<table><tr><td>Authors:</td><td>michael j. lambert</td></tr><tr><td>Title:</td><td>presidential address: what we have learned from a decade of research aimed at improving psychotherapy outcome in routine care</td></tr><tr><td>Source:</td><td>psychotherapy research, 17(1), 1-14</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503300601032506	-0.4297	-0.1187	1	634	783	3.8735	357	2007	3.8735	357
4239	thomas l. webb (2012)	"<table><tr><td>Authors:</td><td>thomas l. webb; inge schweiger gallo; eleanor miles; peter m. gollwitzer; paschal sheeran</td></tr><tr><td>Title:</td><td>effective regulation of affect: an action control perspective on emotion regulation</td></tr><tr><td>Source:</td><td>european review of social psychology, 23(1), 143-186</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10463283.2012.718134	-0.1112	-0.1734	1	609	877	2.6346	173	2012	2.6346	173
4240	jody messier davies (1992)	"<table><tr><td>Authors:</td><td>jody messier davies; mary gail frawley</td></tr><tr><td>Title:</td><td>dissociative processes and transference‐countertransference paradigms in the psychoanalytically oriented treatment of adult survivors of childhood sexual abuse</td></tr><tr><td>Source:</td><td>psychoanalytic dialogues, 2(1), 5-36</td></tr><tr><td>Year:</td><td>1992</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10481889209538920	-0.8488	-0.0001	1	225	226	2.0821	172	1992	2.0821	172
4241	ivan liu (2024)	"<table><tr><td>Authors:</td><td>ivan liu; fangyuan liu; yuting xiao; yu huang; shuming wu; shijun ni</td></tr><tr><td>Title:</td><td>investigating the key success factors of chatbot-based positive psychology intervention with retrieval- and generative pre-trained transformer (gpt)-based chatbots</td></tr><tr><td>Source:</td><td>international journal of human-computer interaction, 1-12</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10447318.2023.2300015	-0.1016	-0.2779	2	370	460	7.2857	4	2024	7.2857	4
4242	john gruzelier (2002)	"<table><tr><td>Authors:</td><td>john gruzelier</td></tr><tr><td>Title:</td><td>a review of the impact of hypnosis, relaxation, guided imagery and individual differences on aspects of immunity and health</td></tr><tr><td>Source:</td><td>stress, 5(2), 147-163</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10253890290027877	-0.1495	0.0716	1	119	129	1.7124	132	2002	1.7124	132
4243	adi aviram (2011)	"<table><tr><td>Authors:</td><td>adi aviram; henny a. westra</td></tr><tr><td>Title:</td><td>the impact of motivational interviewing on resistance in cognitive behavioural therapy for generalized anxiety disorder</td></tr><tr><td>Source:</td><td>psychotherapy research, 21(6), 698-708</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2011.610832	-0.3907	-0.2424	1	152	173	1.0403	91	2011	1.0403	91
4244	per–einar binder (2010)	"<table><tr><td>Authors:</td><td>per–einar binder; helge holgersen; geir høstmark nielsen</td></tr><tr><td>Title:</td><td>what is a “good outcome” in psychotherapy? a qualitative exploration of former patients' point of view</td></tr><tr><td>Source:</td><td>psychotherapy research, 20(3), 285-294</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503300903376338	-0.5992	-0.2114	1	23	33	0.7298	90	2010	0.7298	90
4245	erhard mergenthaler (2008)	"<table><tr><td>Authors:</td><td>erhard mergenthaler</td></tr><tr><td>Title:</td><td>resonating minds: a school-independent theoretical conception and its empirical application to psychotherapeutic processes</td></tr><tr><td>Source:</td><td>psychotherapy research, 18(2), 109-126</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503300701883741	-0.4132	-0.1839	1	293	320	0.591	73	2008	0.591	73
4246	shelley mcmain (2013)	"<table><tr><td>Authors:</td><td>shelley mcmain; paul s. links; tim guimond; susan wnuk; rahel eynan; yvonne bergmans; serine warwar</td></tr><tr><td>Title:</td><td>an exploratory study of the relationship between changes in emotion and cognitive processes and treatment outcome in borderline personality disorder</td></tr><tr><td>Source:</td><td>psychotherapy research, 23(6), 658-673</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2013.838653	-0.4832	-0.3478	1	433	625	1.0178	57	2013	1.0178	57
4247	d. yves von cramon (1992)	"<table><tr><td>Authors:</td><td>d. yves von cramon; gabi matthes-von cramon</td></tr><tr><td>Title:</td><td>reflections on the treatment of brain-injured patients suffering from problem-solving disorders</td></tr><tr><td>Source:</td><td>neuropsychological rehabilitation, 2(3), 207-229</td></tr><tr><td>Year:</td><td>1992</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09602019208401409	-0.8379	0.6173	1	75	93	0.9563	79	1992	0.9563	79
4248	michael j. constantino (2008)	"<table><tr><td>Authors:</td><td>michael j. constantino; lotte smith-hansen</td></tr><tr><td>Title:</td><td>patient interpersonal factors and the therapeutic alliance in two treatments for bulimia nervosa</td></tr><tr><td>Source:</td><td>psychotherapy research, 18(6), 683-698</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503300802183702	-0.5354	-0.0503	1	361	483	0.4777	59	2008	0.4777	59
4249	eric m. sauer (2010)	"<table><tr><td>Authors:</td><td>eric m. sauer; mary z. anderson; barbara gormley; christopher j. richmond; lara preacco</td></tr><tr><td>Title:</td><td>client attachment orientations, working alliances, and responses to therapy: a psychology training clinic study</td></tr><tr><td>Source:</td><td>psychotherapy research, 20(6), 702-711</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2010.518635	-0.8792	-0.1881	1	210	364	0.4298	53	2010	0.4298	53
4250	håvard kallestad (2010)	"<table><tr><td>Authors:</td><td>håvard kallestad; jakob valen; leigh mccullough; martin svartberg; per høglend; tore c. stiles</td></tr><tr><td>Title:</td><td>the relationship between insight gained during therapy and long-term outcome in short-term dynamic psychotherapy and cognitive therapy for cluster c personality disorders</td></tr><tr><td>Source:</td><td>psychotherapy research, 20(5), 526-534</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2010.492807	-0.8139	-0.0925	1	177	193	0.4298	53	2010	0.4298	53
4251	henny a. westra (2011)	"<table><tr><td>Authors:</td><td>henny a. westra; michael j. constantino; adi aviram</td></tr><tr><td>Title:</td><td>the impact of alliance ruptures on client outcome expectations in cognitive behavioral therapy</td></tr><tr><td>Source:</td><td>psychotherapy research, 21(4), 472-481</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2011.581708	-0.3511	-0.2458	1	590	837	0.4916	43	2011	0.4916	43
4252	kathryn greene (2013)	"<table><tr><td>Authors:</td><td>kathryn greene</td></tr><tr><td>Title:</td><td>the theory of active involvement: processes underlying interventions that engage adolescents in message planning and/or production</td></tr><tr><td>Source:</td><td>health communication, 28(7), 644-656</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10410236.2012.762824	-0.5758	0.0755	1	99	109	0.75	42	2013	0.75	42
4253	kim towey-swift (2022)	"<table><tr><td>Authors:</td><td>kim towey-swift; christian lauvrud; richard whittington</td></tr><tr><td>Title:</td><td>acceptance and commitment therapy (act) for professional staff burnout: a systematic review and narrative synthesis of controlled trials</td></tr><tr><td>Source:</td><td>journal of mental health, 32(2), 452-464</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09638237.2021.2022628	-0.5487	-0.4241	2	431	474	2.3672	13	2022	2.3672	13
4254	eileen wollburg (2010)	"<table><tr><td>Authors:</td><td>eileen wollburg; christoph braukhaus</td></tr><tr><td>Title:</td><td>goal setting in psychotherapy: the relevance of approach and avoidance goals for treatment outcome</td></tr><tr><td>Source:</td><td>psychotherapy research, 20(4), 488-494</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503301003796839	-0.2144	0.054	1	326	357	0.3325	41	2010	0.3325	41
4255	tracy d. eells (2011)	"<table><tr><td>Authors:</td><td>tracy d. eells; kenneth g. lombart; nicholas l. salsman; edward m. kendjelic; carolyn t. schneiderman; cynthia p. lucas</td></tr><tr><td>Title:</td><td>expert reasoning in psychotherapy case formulation</td></tr><tr><td>Source:</td><td>psychotherapy research, 21(4), 385-399</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2010.539284	-0.4221	0.0652	1	183	211	0.4458	39	2011	0.4458	39
4256	lynne angus (2012)	"<table><tr><td>Authors:</td><td>lynne angus</td></tr><tr><td>Title:</td><td>toward an integrative understanding of narrative and emotion processes in emotion-focused therapy of depression: implications for theory, research and practice</td></tr><tr><td>Source:</td><td>psychotherapy research, 22(4), 367-380</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2012.683988	-0.4399	-0.2439	1	361	445	0.5939	39	2012	0.5939	39
4257	madalyn marcus (2011)	"<table><tr><td>Authors:</td><td>madalyn marcus; henny a. westra; lynne angus; angela kertes</td></tr><tr><td>Title:</td><td>client experiences of motivational interviewing for generalized anxiety disorder: a qualitative analysis</td></tr><tr><td>Source:</td><td>psychotherapy research, 21(4), 447-461</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2011.578265	-0.4241	-0.2051	1	541	788	0.4001	35	2011	0.4001	35
4258	martin j. turner (2018)	"<table><tr><td>Authors:</td><td>martin j. turner; david ewen; jamie b. barker</td></tr><tr><td>Title:</td><td>an idiographic single-case study examining the use of rational emotive behavior therapy (rebt) with three amateur golfers to alleviate social anxiety</td></tr><tr><td>Source:</td><td>journal of applied sport psychology, 32(2), 186-204</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10413200.2018.1496186	-0.2122	0.0259	1	143	174	0.8217	30	2018	0.8217	30
4259	patrick a. mcconnell (2015)	"<table><tr><td>Authors:</td><td>patrick a. mcconnell; brett froeliger</td></tr><tr><td>Title:</td><td>mindfulness, mechanisms and meaning: perspectives from the cognitive neuroscience of addiction</td></tr><tr><td>Source:</td><td>psychological inquiry, 26(4), 349-357</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1080/1047840x.2015.1076701	0.0154	-0.3792	2	214	388	0.5558	29	2015	0.5558	29
4260	simon wessely (2005)	"<table><tr><td>Authors:</td><td>simon wessely</td></tr><tr><td>Title:</td><td>don't panic! short and long term psychological reactions to the new terrorism: the role of information and the authorities</td></tr><tr><td>Source:</td><td>journal of mental health, 14(1), 1-6</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09638230500048099	-0.7226	0.065	1	2	2	0.6361	44	2005	0.6361	44
4261	sari saatsi (2007)	"<table><tr><td>Authors:</td><td>sari saatsi; gillian e. hardy; jane cahill</td></tr><tr><td>Title:</td><td>predictors of outcome and completion status in cognitive therapy for depression</td></tr><tr><td>Source:</td><td>psychotherapy research, 17(2), 185-195</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503300600779420	-0.7687	-0.11	1	379	521	0.4123	38	2007	0.4123	38
4262	jonathan e. handelzalts (2010)	"<table><tr><td>Authors:</td><td>jonathan e. handelzalts; giora keinan</td></tr><tr><td>Title:</td><td>the effect of choice between test anxiety treatment options on treatment outcomes</td></tr><tr><td>Source:</td><td>psychotherapy research, 20(1), 100-112</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503300903121106	-0.7095	0.3652	1	362	419	0.2676	33	2010	0.2676	33
4263	asle hoffart (2012)	"<table><tr><td>Authors:</td><td>asle hoffart; finn‐magnus borge; harold sexton; david m. clark; bruce e. wampold</td></tr><tr><td>Title:</td><td>psychotherapy for social phobia: how do alliance and cognitive process interact to produce outcome?</td></tr><tr><td>Source:</td><td>psychotherapy research, 22(1), 82-94</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2011.626806	-0.2014	-0.1692	1	431	522	0.4416	29	2012	0.4416	29
4264	johanne rauwenhoff (2022)	"<table><tr><td>Authors:</td><td>johanne rauwenhoff; yvonne bol; frenk peeters; anja j. h. c. van den hout; chantal geusgens; caroline van heugten</td></tr><tr><td>Title:</td><td>acceptance and commitment therapy for individuals with depressive and anxiety symptoms following acquired brain injury: a non-concurrent multiple baseline design across four cases</td></tr><tr><td>Source:</td><td>neuropsychological rehabilitation, 33(6), 1018-1048</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09602011.2022.2053169	0.0163	-0.3647	2	870	1087	1.6388	9	2022	1.6388	9
4265	leanne m. casey (2005)	"<table><tr><td>Authors:</td><td>leanne m. casey; tian p. s. oei; peter newcombe</td></tr><tr><td>Title:</td><td>looking beyond the negatives: a time period analysis of positive cognitions, negative cognitions, and working alliance in cognitive–behavior therapy for panic disorder</td></tr><tr><td>Source:</td><td>psychotherapy research, 15(1-2), 55-68</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503300512331327038	-0.4479	0.0202	1	467	636	0.5638	39	2005	0.5638	39
4266	w. john livesley (2007)	"<table><tr><td>Authors:</td><td>w. john livesley</td></tr><tr><td>Title:</td><td>an integrated approach to the treatment of personality disorder</td></tr><tr><td>Source:</td><td>journal of mental health, 16(1), 131-148</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09638230601182086	-0.7948	-0.1064	1	346	443	0.4015	37	2007	0.4015	37
4267	ole andré solbakken (2012)	"<table><tr><td>Authors:</td><td>ole andré solbakken; roger sandvik hansen; odd e. havik; jon t. monsen</td></tr><tr><td>Title:</td><td>affect integration as a predictor of change: affect consciousness and treatment response in open-ended psychotherapy</td></tr><tr><td>Source:</td><td>psychotherapy research, 22(6), 656-672</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2012.700871	-0.6349	-0.2612	1	313	398	0.3807	25	2012	0.3807	25
4268	asle hoffart (2009b)	"<table><tr><td>Authors:</td><td>asle hoffart; finn‐magnus borge; harold sexton; david m. clark</td></tr><tr><td>Title:</td><td>the role of common factors in residential cognitive and interpersonal therapy for social phobia: a process–outcome study</td></tr><tr><td>Source:</td><td>psychotherapy research, 19(1), 54-67</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503300802369343	-0.2568	-0.1337	7	690	947	0.2563	25	2009	0.2563	25
4269	angela d. mitchell (2013)	"<table><tr><td>Authors:</td><td>angela d. mitchell; thomas r. kratochwill</td></tr><tr><td>Title:</td><td>treatment of selective mutism: applications in the clinic and school through conjoint consultation</td></tr><tr><td>Source:</td><td>journal of educational and psychological consultation, 23(1), 36-62</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10474412.2013.757151	-0.473	0.3292	1	142	156	0.375	21	2013	0.375	21
4270	martin grosse holtforth (2006b)	"<table><tr><td>Authors:</td><td>martin grosse holtforth; klaus grawe; louis g. castonguay</td></tr><tr><td>Title:</td><td>predicting a reduction of avoidance motivation in psychotherapy: toward the delineation of differential processes of change operating at different phases of treatment</td></tr><tr><td>Source:</td><td>psychotherapy research, 16(5), 639-644</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503300600608215	-0.5567	-0.0336	1	181	196	0.1501	25	2006	0.1501	25
4271	ineke wessel (2008)	"<table><tr><td>Authors:</td><td>ineke wessel; michelle l. moulds</td></tr><tr><td>Title:</td><td>collective memory: a perspective from (experimental) clinical psychology</td></tr><tr><td>Source:</td><td>memory, 16(3), 288-304</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09658210701811813	0.8911	0.0803	4	564	799	0.1862	23	2008	0.1862	23
4272	viktoria ritter (2013b)	"<table><tr><td>Authors:</td><td>viktoria ritter; falk leichsenring; bernhard strauß; ulrich stangier</td></tr><tr><td>Title:</td><td>changes in implicit and explicit self-esteem following cognitive and psychodynamic therapy in social anxiety disorder</td></tr><tr><td>Source:</td><td>psychotherapy research, 23(5), 547-558</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503307.2013.802824	0.2432	-0.2687	7	552	968	0.3214	18	2013	0.3214	18
4273	stephen α. mitchell (1999)	"<table><tr><td>Authors:</td><td>stephen α. mitchell</td></tr><tr><td>Title:</td><td>attachment theory and the psychoanalytic tradition</td></tr><tr><td>Source:</td><td>psychoanalytic dialogues, 9(1), 85-107</td></tr><tr><td>Year:</td><td>1999</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10481889909539308	-1.1607	0.0448	1	13	13	0.4903	31	1999	0.4903	31
4274	uwe hentschel (2005)	"<table><tr><td>Authors:</td><td>uwe hentschel</td></tr><tr><td>Title:</td><td>therapeutic alliance: the best synthesizer of social influences on the therapeutic situation? on links to other constructs, determinants of its effectiveness, and its role for research in psychotherapy in general</td></tr><tr><td>Source:</td><td>psychotherapy research, 15(1-2), 9-23</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503300512331327001	-0.9546	0.1076	1	647	804	0.347	24	2005	0.347	24
4275	jennifer m. fende guajardo (2007)	"<table><tr><td>Authors:</td><td>jennifer m. fende guajardo; timothy anderson</td></tr><tr><td>Title:</td><td>an investigation of psychoeducational interventions about therapy</td></tr><tr><td>Source:</td><td>psychotherapy research, 17(1), 120-127</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10503300600590637	-0.5307	0.0843	1	32	37	0.2279	21	2007	0.2279	21
4276	michael robertson (2007)	"<table><tr><td>Authors:</td><td>michael robertson; paul j. rushton; dee batrim; elizabeth a. moore; philip morris</td></tr><tr><td>Title:</td><td>open trial of interpersonal psychotherapy for chronic post traumatic stress disorder</td></tr><tr><td>Source:</td><td>australasian psychiatry, 15(5), 375-379</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10398560701354948	-0.343	0.0676	1	156	178	0.2279	21	2007	0.2279	21
4278	p.s. sterkenburg (2008)	"<table><tr><td>Authors:</td><td>p.s. sterkenburg; carlo schuengel; c.g.c. janssen</td></tr><tr><td>Title:</td><td>developing a therapeutic relationship with a blind client with a severe intellectual disability and persistent challenging behaviour</td></tr><tr><td>Source:</td><td>disability and rehabilitation, 30(17), 1318-1327</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09638280701482597	-0.8386	0.6411	1	95	125	0.1295	16	2008	0.1295	16
